,Riviere Nature Contractors from Construction Rivier Resort into a,,,,,
,Reserve Resort DoE. Emergency (Pty) LTD Bloemfontein quarantine facility,"R4 297 559,00",,,,
,clause applied.,,,,,
"NAME OF THE
FACILITY","PROCUREMENT
PROCESS FOLLOWED","APPOINTED
SERVICE
PROVIDER","NAME AND
LOCALITY OF THE
CONTRACTOR",DEMOGRAPHIC,SCOPE OF WORK,"VALUE OF THE
PROJECT"
"Framework Contract
of  DoE. Emergency
clause applied.","Bula Mahlo
Trading and
Project","TP. Mahlelehlele
Botshabelo",African - Male,"Cluster 1 – Iris and Daisy Halls
Conversion and construction of a
surge Field Hospital to increase
ICU bed capacity for COVID-19
positive patients.","R18 822 220,20",
"Framework Contract
of  DoE. Emergency
clause applied.","Jua Developers
CC","TM Motshumi
Bloemfontein",African - Male,"Cluster 2 – Protea Hall
Conversion and construction of a
surge Field Hospital to increase
ICU bed capacity for COVID-19
positive patients.","R15 663 446,57",
"Framework Contract
of  DoE. Emergency
clause applied.","Elebone Multi
Purposes CC","S. Monareng
Parys",African - Male,"Cluster 3 – Cosmos and Lily Halls
Conversion and construction of a
surge Field Hospital to increase
ICU bed capacity for COVID-19
positive patients.","R17 765 694,16",
"Framework Contract
of  DoE. Emergency
clause applied.","KARPAH
Construction CC","LR. Mutsi
Welkom",African - Male,"Cluster 4 – Violet and Tulip Hall
Conversion and construction of a
surge Field Hospital to increase
ICU bed capacity for COVID-19
positive patients.","R16 999 000,00",
REGION,NAME OF THE FACILITY,"PROCUREMENT PROCESS
FOLLOWED","NAME AND LOCALITY OF THE
OWNER",DEMOGRAPHICS,"EXPENDITURE INCURRED
FOR THE FACILITY",
Motheo,Monte Bello,D. Grobler (Bloemfontein),White - Male,"R1 030 607,36",,
Motheo,Emzini Guest House,K. Khoza (Bloemfontein),African – Male,"R2 264 210,00",,
Motheo,Tuscany Lodge,Y. Haley,White - Female,"R314 055,00",,
Motheo,Farm House,Y. Haley,White - Female,"R1 072 565,00",,
Motheo,Cura Lodge,B. Kapp,White - Female,"R177 540,00",,
Motheo,"Imvelo Safari and Game
Breeders",X. Dasheka (Bloemfontein),African – Male,"R1 039 399,91",,
Motheo,"Royal Palace Guesthouse t/a
Thlolo Community
Development.",T. Motaung (Bloemfontein),African - Male,"R318 000,00",,
Motheo,Monate Wa Phokeng,D. Rantoa (Bloemfontein),African – Male,"R285 315,00",,
Motheo,Hide Place Lodge,LJ. Morabane (Bloemfontein),African – Male,"R1 132 000,00",,
Fezile Dabi,Izekhaya Bed & Breakfast,S. Simila (Kroonstad),African – Male,"R382 720,00",,
"PROCUREMENT PROCESS
FOLLOWED","NAME AND LOCALITY OF THE
OWNER",NAME OF THE COMPANY,DEMOGRAPHICS,"EXPENDITURE INCURRED FOR THE
SERVICES",,
"DPWI – Security
Framework Panel – SCM
Quotation System","F. Mothapo
(Kempton Park)",Khayalami Security,African – Male,"R69 345,00",,
"GG. Goeiman
(Bloemfontein)",SA Tiger Security Services,White – Male,"R1 906 715,45",,,
"J. Mbazo
(Denver-Gauteng)",SIDAS Security Services,African – Male,"R258 410,84",,,
"TG. Khoarane
(Bloemfontein)",Vemisani Security Services,African – Male,"R800 992,21",,,
APPOINTED COMPANIES TO DISINFECT GOVERNMENT BUILDINGS,,,,,,
PROCUREMENT PROCESS FOLLOWED NAME AND LOCALITY OF THE NAME OF THE COMPANY DEMOGRAPHICS NEGOTIATED RATE PER,,,,,,
OWNER SQUARE METER,,,,,,
"Emergency quotation system – SCM M. Marotholi Khanya Lesedi African – Male R3,95",,,,,,
Database (Negotiated standard rate (Bloemfontein),,,,,,
"of R3,95 per square meter)",,,,,,
"CM Ntuka Full-swing Trading 368 African – Males R3,95",,,,,,
LMK ntuka,,,,,,
(Bloemfontein),,,,,,
"KA. Motlonya Gausitwe Transport and General African - Female R3,95",,,,,,
(Bloemfontein) Trading,,,,,,
"RM. Taka 02 Information Technology African – Male R3,95",,,,,,
(Bloemfontein),,,,,,
"KI. Motaung Ledi Phaka Phaka (PTY) LTD African – Male R3,95",,,,,,
(Bloemfontein),,,,,,
"M. Moroka Newtongate African – Males R3,95",,,,,,
T. Motaung,,,,,,
(Bloemfontein),,,,,,
"P. Moiloa Bahurutsi Projects African - Male R3,95",,,,,,
(Thaba-Nchu),,,,,,
"L. Tsaone Lodium Pest Controllers African – Male R3,95",,,,,,
(Bloemfontein),,,,,,
"PS. Tshabalala Black Move Suppliers and African – Male R3,95",,,,,,
(Bloemfontein) Projects,,,,,,
"NS. Leeto Beyoboss African - Female R3,95",,,,,,
(Welkom),,,,,,
"AM Labuschagne & A Africa Pest Prevention White – Female R3,95",,,,,,
AJ Smith White - Male,,,,,,
(Bloemfontein) www.publicworks.fs.gov.za,,,,,,
APPOINTED COMPANIES TO DISINFECT GOVERNMENT BUILDINGS,,,,,,
PROCUREMENT PROCESS FOLLOWED NAME AND LOCALITY OF THE OWNER NAME OF THE COMPANY DEMOGRAPHICS NEGOTIATED RATE PER,,,,,,
SQUARE METER,,,,,,
"Emergency quotation system – SCM NM. Lethole Omo lemo Trading African - Female R3,95",,,,,,
Database (Negotiated standard rate (Bloemfontein),,,,,,
"of R3,95 per square meter)",,,,,,
"MS. Mamabolo Mamabolo Industrial Solutions African - Female R3,95",,,,,,
(Bloemfontein),,,,,,
"MP. Mhlambi Mayvian African - Male R3,95",,,,,,
(Phuthaditjhaba),,,,,,
"MP. Khabane Majorshelf 174 African – Male R3,95",,,,,,
(Bethlehem),,,,,,
"N. Ramsanmujh Vertigo Enterprises Indian – Male R3,95",,,,,,
(Randburg),,,,,,
"KE. Pule KM and FM Trading (PTY) LTD African - Female R3,95",,,,,,
(Welkom),,,,,,
