No,DEPT/ENTITY,CSD NO,SUPPLIER NAME,CO REG NUM,ITEM CATEGORY,ITEM DESCRIPTION,QNT,UNIT PRICE,TOTAL PRICE,TOTAL VAL RECALC,SYS ORDER NO,SYS INVOICE No,"SYS INVOICE
AMOUNT","SYS INVOICE
DATE","SYS INVOICE
RECEIPT DATE","SYS
PAYMENT
DATE","SYS
PAYMENT No","SYS
DISPURSE NO","SYS PAYMENT
AMOUNT","PAYMENT
PERIOD",PAY VAR,STATUS,"COMMITMENT
OUTSTANDING",ORDERS CLOSED,,,
22,COGHSTA,MAAA0232894,Pitje Services,2016/210430/07,Sanitiser,Empty spray bottles,2,R40.50,"R81,000.00","R81,000.00",OR-005122,220,"R81,000.00",6/22/2020,6/23/2020,6/24/2020,2454727,1129176,"R81,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
23,COGHSTA,MAAA0749242,Zaukhakhata Trading Projects,2017/505907/07,Masks - Face Cloth,Cloth Masks,5,R16.00,"R80,000.00","R80,000.00",OR-005123,2/2020,"R80,000.00",7/12/2020,7/14/2020,7/24/2020,2455316,1129691,"R80,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00,,,
24,HEALTH,MAAA0902717,AG Medical,2012/202604/07,Masks - Surgical,3 Ply Mask Surgical,100,R16.10,"R1,610,000.00","R1,610,000.00",LC/20/1404,INV-0001LPPDH/O,"R1,609,195.00",4/7/2020,4/15/2020,4/15/2020,2658784,1189657,"R1,609,195.00",2020/06,R805.00,CLOSED,R0.00,R805.00,,,
25,HEALTH,MAAA0504867,Akanani TE (Pty) Ltd,2014/195490/07,Other PPE - Health,Sleeve Protecor,10,R45.50,"R455,000.00","R455,000.00",LC/20/1611,125LPPD,"R455,000.00",5/25/2020,6/20/2020,6/22/2020,2673041,1196739,"R455,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
26,HEALTH,MAAA0504867,Akanani TE (Pty) Ltd,2014/195490/07,Face Shields / Visors,Face Visors Shileds,"16,47",R35.00,"R576,450.00","R576,450.00",LC/20/1573,126LPPD,"R576,450.00",6/1/2020,6/11/2020,6/17/2020,2672456,1196739,"R576,450.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
27,HEALTH,MAAA0073547,Asitanga trading and projects,2014/099500/07,Masks - Surgical,3 Ply Mask Surgical,100,R20.00,"R2,000,000.00","R2,000,000.00",NOT APPLIC,2  0  5LPPD,"R2,000,000.00",4/21/2020,4/22/2020,4/23/2020,2660109,1189932,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
28,HEALTH,MAAA0008395,B D IT Solutions,2010/111225/23,Masks - Surgical,3 Ply Mask Surgical,100,R19.50,"R1,950,000.00","R1,950,000.00",NOT APPLIC,0  0  1LDHLPPD,"R1,950,000.00",4/17/2020,4/22/2020,4/28/2020,2660333,1191992,"R1,950,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
29,HEALTH,MAAA0274867,Bapedi Conglomerate Holdings (Pty)Ltd,2014/266376/07,Face Shields / Visors,Face Visors Shileds,"16,47",R35.00,"R576,450.00","R576,450.00",NOT APPLIC,B   3 00520LPPD,"R10,428.36",5/30/2020,6/9/2020,6/9/2020,2671734,1195899,"R10,428.36",2020/06,"R566,021.64",CLOSED,R0.00,"R566,021.64",,,
30,HEALTH,MAAA0274867,Bapedi Conglomerate Holdings (Pty)Ltd,2014/266376/07,,,,,R0.00,R0.00,NOT APPLIC,D   0 50620LPPD,"R91,895.56",6/6/2020,6/11/2020,6/22/2020,2673023,1196732,"R91,895.56",2020/06,"-R91,895.56",CLOSED,R0.00,"-R91,895.56",,,
31,HEALTH,MAAA0274867,Bapedi Conglomerate Holdings (Pty)Ltd,2014/266376/07,,,,,R0.00,R0.00,NOT APPLIC,B   0 60620LPPD,"R399,217.26",6/6/2020,6/11/2020,6/15/2020,2672135,1196732,"R399,217.26",2020/06,"-R399,217.26",CLOSED,R0.00,"-R399,217.26",,,
32,HEALTH,MAAA0037500,Bas Medxpress cc,2006/057294/23,Face Shields / Visors,Face Visors Shileds,30,R20.00,"R600,000.00","R600,000.00",NOT APPLIC,BAS01812LPPD,"R600,000.00",4/22/2020,6/30/2020,7/20/2020,2679477,1199882,"R600,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00,,,
33,HEALTH,MAAA0038716,Basani IT Solution,2017/430286/07,Masks - Surgical,3 Ply Mask Surgical,"1,000,000",R18.75,"R18,745,000.00","R18,745,000.00",NOT APPLIC,1  5  5LPPD,"R18,745,000.00",4/21/2020,4/22/2020,5/4/2020,2660760,1192117,"R18,745,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
34,HEALTH,MAAA0563301,Big O Trading 844,2010/146011/23,Face Shields / Visors,Face Visors Shileds,"16,47",R35.00,"R576,450.00","R576,450.00",NOT APPLIC,B   IG09020LPPD,"R35,000.00",5/28/2020,6/9/2020,6/9/2020,2671735,1195898,"R35,000.00",2020/06,"R541,450.00",CLOSED,R0.00,"R541,450.00",,,
35,HEALTH,MAAA0563301,Big O Trading 844,2010/146011/23,Face Shields / Visors,Face Visors Shileds,,,R0.00,R0.00,NOT APPLIC,B   IG09024LPPD,"R44,170.00",6/6/2020,6/8/2020,6/9/2020,2671716,1195898,"R44,170.00",2020/06,"-R44,170.00",CLOSED,R0.00,"-R44,170.00",,,
36,HEALTH,MAAA0563301,Big O Trading 844,2010/146011/23,Face Shields / Visors,Face Visors Shileds,,,R0.00,R0.00,NOT APPLIC,BIG09021LPPD,"R35,000.00",6/4/2020,7/1/2020,7/3/2020,2675553,1198931,"R35,000.00",2020/07,"-R35,000.00",CLOSED,R0.00,"-R35,000.00",,,
37,HEALTH,MAAA0563301,Big O Trading 844,2010/146011/23,Face Shields / Visors,Face Visors Shileds,,,R0.00,R0.00,NOT APPLIC,BIG09022LPPD,"R166,355.00",6/5/2020,7/1/2020,7/3/2020,2675554,1198931,"R166,355.00",2020/07,"-R166,355.00",CLOSED,R0.00,"-R166,355.00",,,
38,HEALTH,MAAA0563301,Big O Trading 844,2010/146011/23,Face Shields / Visors,Face Visors Shileds,,,R0.00,R0.00,NOT APPLIC,BIG09023LPPD,"R295,925.00",6/5/2020,7/1/2020,7/3/2020,2675555,1198931,"R295,925.00",2020/07,"-R295,925.00",CLOSED,R0.00,"-R295,925.00",,,
39,HEALTH,MAAA0083386,Brian Pienaar North (Pty) Ltd,1999/000175/07,Protective Body Suit,Protective Cover Body suits,30,R32.00,"R960,000.00","R960,000.00",NOT APPLIC,0  4  0-INV10504LPPD,"R97,663.75",5/7/2020,5/18/2020,5/19/2020,2665256,1192598,"R97,663.75",2020/06,"R862,336.25",CLOSED,R0.00,"R862,336.25",,,
40,HEALTH,MAAA0083386,Brian Pienaar North (Pty) Ltd,1999/000175/07,Other PPE - Health,Balaklava Theatre caps,30,R79.00,"R2,370,000.00","R2,370,000.00",NOT APPLIC,0  4  0-INV10392LPPD,"R158,976.00",4/28/2020,4/28/2020,4/30/2020,2660620,1192036,"R158,976.00",2020/06,"R2,211,024.00",CLOSED,R0.00,"R2,211,024.00",,,
41,HEALTH,MAAA0031001,Clinipro,2006/036925/07,Sanitiser,"Automated Hand Sanitizer
Dispensers",3,R960.00,"R2,880,000.00","R2,880,000.00",MO-000510,I N  CP11352MOK,"R9,108.37",3/13/2020,3/13/2020,3/25/2020,2652843,1186533,"R46,689.86",2020/06,"R2,833,310.14",CLOSED,R0.00,"R2,833,310.14",,,
42,HEALTH,MAAA0031001,Clinipro,2006/036925/07,Sanitiser,Hand Sanitizers (1 litre Refill),30,R170.00,"R5,100,000.00","R5,100,000.00",MO-000510,I N  CP11352MOK,"R10,174.05",3/13/2020,3/13/2020,3/25/2020,2652843,1186533,"R46,689.86",2020/06,"R5,053,310.14",CLOSED,R0.00,"R5,053,310.14",,,
43,HEALTH,MAAA0031001,Clinipro,2006/036925/07,Sanitiser,"Hand Sanitisers with Manual
Dispensers (1litres)",30,R270.00,"R8,100,000.00","R8,100,000.00",MO-000510,I N  CP11352MOK,"R11,467.80",3/13/2020,3/13/2020,3/25/2020,2652843,1186533,"R46,689.86",2020/06,"R8,053,310.14",CLOSED,R0.00,"R8,053,310.14",,,
44,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,MO-000510,I N  CP11352MOK,"R15,939.64",3/13/2020,3/13/2020,3/25/2020,2652843,1186533,"R46,689.86",2020/06,"-R46,689.86",CLOSED,R0.00,"-R46,689.86",,,
45,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11491LPPD,"R57,819.73",5/4/2020,5/18/2020,5/19/2020,2665237,1192558,"R57,819.73",2020/06,"-R57,819.73",CLOSED,R0.00,"-R57,819.73",,,
46,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11420LPPDH/O,"R340,009.00",4/6/2020,4/15/2020,4/15/2020,2658770,1189543,"R340,009.00",2020/06,"-R340,009.00",CLOSED,R0.00,"-R340,009.00",,,
47,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11428LPPDH/O,"R340,009.00",4/8/2020,4/15/2020,4/15/2020,2658773,1189543,"R340,009.00",2020/06,"-R340,009.00",CLOSED,R0.00,"-R340,009.00",,,
48,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11442LPPD,"R340,009.00",4/9/2020,5/18/2020,5/19/2020,2665262,1192558,"R340,009.00",2020/06,"-R340,009.00",CLOSED,R0.00,"-R340,009.00",,,
49,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11447,"R561,014.85",4/17/2020,4/17/2020,4/17/2020,2659214,1189543,"R561,014.85",2020/06,"-R561,014.85",CLOSED,R0.00,"-R561,014.85",,,
50,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP0327LPPDH/O,"R654,636.99",4/2/2020,4/15/2020,4/15/2020,2658805,1189543,"R654,636.99",2020/06,"-R654,636.99",CLOSED,R0.00,"-R654,636.99",,,
51,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11407LPPDH/O,"R745,004.50",3/31/2020,4/15/2020,4/15/2020,2658779,1189543,"R745,004.50",2020/06,"-R745,004.50",CLOSED,R0.00,"-R745,004.50",,,
52,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11565LPPD,"R748,019.80",5/18/2020,5/19/2020,5/20/2020,2665649,1192558,"R748,019.80",2020/06,"-R748,019.80",CLOSED,R0.00,"-R748,019.80",,,
53,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11560LPPD,"R816,021.60",5/15/2020,5/18/2020,5/20/2020,2665668,1192558,"R816,021.60",2020/06,"-R816,021.60",CLOSED,R0.00,"-R816,021.60",,,
54,HEALTH,MAAA0031001,Clinipro,2006/036925/07,,,,,R0.00,R0.00,NOT APPLIC,I N   CP11749LPPD,"R816,021.60",6/5/2020,6/8/2020,6/9/2020,2671720,1195644,"R816,021.60",2020/06,"-R816,021.60",CLOSED,R0.00,"-R816,021.60",,,
55,HEALTH,MAAA0073610,Confidence no 1 trading (Pty) Ltd,2016/109856/07,Gown - Surgical Sterile,Surgical Gown (Sterile),62,R120.00,"R7,440,000.00","R7,440,000.00",NOT APPLIC,5  4  LPPD,"R443,520.00",6/12/2020,6/19/2020,6/24/2020,2674117,1196744,"R443,520.00",2020/06,"R6,996,480.00",CLOSED,R0.00,"R6,996,480.00",,,
56,HEALTH,MAAA0073610,Confidence no 1 trading (Pty) Ltd,2016/109856/07,Gowns - Surgical non sterile,Surgical Gown (Non-Sterile),186,R96.00,"R17,856,000.00","R17,856,000.00",NOT APPLIC,5  3  LPPD,"R2,628,672.00",6/12/2020,6/17/2020,6/24/2020,2674116,1196744,"R2,628,672.00",2020/06,"R15,227,328.00",CLOSED,R0.00,"R15,227,328.00",,,
57,HEALTH,MAAA0073610,Confidence no 1 trading (Pty) Ltd,2016/109856/07,,,,,R0.00,R0.00,NOT APPLIC,5  0  LPPD,"R5,137,728.00",6/10/2020,6/17/2020,6/24/2020,2674110,1196744,"R5,137,728.00",2020/06,"-R5,137,728.00",CLOSED,R0.00,"-R5,137,728.00",,,
58,HEALTH,MAAA0073610,Confidence no 1 trading (Pty) Ltd,2016/109856/07,,,,,R0.00,R0.00,NOT APPLIC,5  1  LPPD,"R8,302,272.00",6/12/2020,6/19/2020,6/24/2020,2674114,1196744,"R8,302,272.00",2020/06,"-R8,302,272.00",CLOSED,R0.00,"-R8,302,272.00",,,
59,HEALTH,MAAA0935195,Crustalos Cartour (Pty) Ltd,2014/094213/07,Masks - Face Cloth,Face Cloth Masks,50,R20.00,"R1,000,000.00","R1,000,000.00",NOT APPLIC,003LPPD,"R457,880.00",6/18/2020,6/19/2020,7/7/2020,2677936,1198953,"R457,880.00",2020/07,"R542,120.00",CLOSED,R0.00,"R542,120.00",,,
60,HEALTH,MAAA0935195,Crustalos Cartour (Pty) Ltd,2014/094213/07,,,,,R0.00,R0.00,NOT APPLIC,001LPPD,"R154,000.00",6/18/2020,6/19/2020,7/7/2020,2677937,1198953,"R154,000.00",2020/07,"-R154,000.00",CLOSED,R0.00,"-R154,000.00",,,
61,HEALTH,MAAA0935195,Crustalos Cartour (Pty) Ltd,2014/094213/07,,,,,R0.00,R0.00,NOT APPLIC,002LPPD,"R188,520.00",6/18/2020,6/19/2020,7/7/2020,2677938,1198953,"R188,520.00",2020/07,"-R188,520.00",CLOSED,R0.00,"-R188,520.00",,,
62,HEALTH,MAAA0006695,C Matodzi Projects,2003/054146/23,Masks - Surgical,Mask Respirator KN95,"46,154",R27.50,"R1,269,235.00","R1,269,235.00",NOT APPLIC,CMP001LPPD,"R1,269,235.00",7/14/2020,7/16/2020,7/22/2020,2680103,1199825,"R1,269,235.00",2020/07,R0.00,CLOSED,R0.00,R0.00,,,
63,HEALTH,MAAA0737017,Dadbro Investment PTY LTD,1974/002306/07,Protective Body Suit,Disposal protective body suite,"3,871",R249.00,"R963,879.00","R963,879.00",NOT APPLIC,D037LPPD,"R337,379.82",7/16/2020,7/20/2020,7/21/2020,2680281,1199823,"R337,379.82",2020/07,"R626,499.18",CLOSED,R0.00,"R626,499.18",,,
64,HEALTH,MAAA0737017,Dadbro Investment PTY LTD,1974/002306/07,,,,,R0.00,R0.00,NOT APPLIC,D036LPPD,"R144,662.49",7/20/2020,7/22/2020,7/22/2020,2680514,1199823,"R144,662.49",2020/07,"-R144,662.49",CLOSED,R0.00,"-R144,662.49",,,
65,HEALTH,MAAA0737017,Dadbro Investment PTY LTD,1974/002306/07,,,,,R0.00,R0.00,NOT APPLIC,D038LPPD,"R481,793.32",7/24/2020,7/27/2020,7/27/2020,2682137,1199823,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32",,,
66,HEALTH,MAAA0350318,Devine Catering and Events,2014/071447/07,Masks - Surgical,Masks - Surgical,100,R20.00,"R2,000,000.00","R2,000,000.00",NOT APPLIC,2  0  2011,"R2,000,000.00",4/17/2020,4/17/2020,4/17/2020,2659213,1189668,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
67,HEALTH,MAAA0465242,Eagles Eyes Suppliers,2017/188014/07,Other PPE - Health,Rubber Boots,500,R150.00,"R75,000.00","R75,000.00",NOT APPLIC,0  1  /04/2020LPPD,"R75,000.00",4/17/2020,4/22/2020,4/23/2020,2660212,1190109,"R75,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
68,HEALTH,MAAA0013061,ENPRO Laboratories,2015/027863/07,Masks - Surgical,3 Ply Mask Surgical,"1,500,000",R16.00,"R24,000,000.00","R24,000,000.00",NOT APPLIC,2  4  58,"R600,000.00",4/6/2020,4/15/2020,4/15/2020,2658804,1189666,"R600,000.00",2020/06,"R23,400,000.00",CLOSED,R0.00,"R23,400,000.00",,,
69,HEALTH,MAAA0013061,ENPRO Laboratories,2015/027863/07,,,,,R0.00,R0.00,NOT APPLIC,2  4  59H/O,"R1,140,000.00",4/6/2020,4/15/2020,4/15/2020,2658812,1189666,"R1,140,000.00",2020/06,"-R1,140,000.00",CLOSED,R0.00,"-R1,140,000.00",,,
70,HEALTH,MAAA0200619,Fhedzisani Catering fresh prod,2003/064888/23,Protective Body Suit,Disposal protective body suite,"3,871",R249.00,"R963,879.00","R963,879.00",NOT APPLIC,0089/2020LPPD,"R337,395.00",7/6/2020,7/8/2020,7/8/2020,2678433,1198577,"R337,395.00",2020/07,"R626,484.00",CLOSED,R0.00,"R626,484.00",,,
71,HEALTH,MAAA0200619,Fhedzisani Catering fresh prod,2003/064888/23,,,,,R0.00,R0.00,NOT APPLIC,0088/2020LPPD,"R144,669.00",7/6/2020,7/8/2020,7/8/2020,2678436,1198577,"R144,669.00",2020/07,"-R144,669.00",CLOSED,R0.00,"-R144,669.00",,,
72,HEALTH,MAAA0200619,Fhedzisani Catering fresh prod,2003/064888/23,,,,,R0.00,R0.00,NOT APPLIC,0090/2020LPPD,"R481,815.00",7/6/2020,7/8/2020,7/8/2020,2678437,1198577,"R481,815.00",2020/07,"-R481,815.00",CLOSED,R0.00,"-R481,815.00",,,
73,HEALTH,MAAA0867994,Footprint Industries,2016/448035/07,Gloves,Glove Surgical latex sterile,144,R6.90,"R993,600.00","R993,600.00",NOT APPLIC,0002LPPD,"R993,600.00",7/22/2020,7/23/2020,7/27/2020,2681344,1199948,"R993,600.00",2020/07,R0.00,CLOSED,R0.00,R0.00,,,
74,HEALTH,MAAA0765536,GIGY’S TRADING (PTY) LTD,2014/121345/07,Digital Themormetres,Digital Themormetres,3,"R1,978.00","R5,934,000.00","R5,934,000.00",NOT APPLIC,0  0  12020/05LPPD,"R5,934,000.00",5/16/2020,5/18/2020,6/2/2020,2669335,1195561,"R5,934,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
75,HEALTH,MAAA0901646,Glen Life Group of Companies (Pty) Ltd,2013/127388/07,Gloves,Heavy Duty Gloves,10,R27.00,"R270,000.00","R270,000.00",NOT APPLIC,2  0  06/002LPPD,"R270,000.00",6/15/2020,6/19/2020,6/22/2020,2673028,1196718,"R270,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00,,,
76,HEALTH,MAAA0901646,Glen Life Group of Companies (Pty) Ltd,2013/127388/07,Face Shields / Visors,Face Visors Shileds,"16,47",R35.00,"R576,450.00","R576,450.00",NOT APPLIC,2  0  06/001LPPD,"R568,400.00",6/5/2020,6/5/2020,6/9/2020,2671617,1195882,"R568,400.00",2020/06,"R8,050.00",CLOSED,R0.00,"R8,050.00",,,
77,HEALTH,MAAA0901646,Glen Life Group of Companies (Pty) Ltd,2013/127388/07,Masks - Surgical,3 Ply Mask Surgical,100,R18.00,"R1,800,000.00","R1,800,000.00",NOT APPLIC,"2  0  04/002LPPD
2004/001
2004/003","R54,000.00",06/04/2020,09/04/2020,4/15/2020,2658793,1189662,"R54,000.00",2020/06,"R1,746,000.00",CLOSED,R0.00,"R1,746,000.00",,,
78,HEALTH,MAAA0901646,Glen Life Group of Companies (Pty) Ltd,2013/127388/07,,,,,R0.00,R0.00,NOT APPLIC,2  0  04/001,"R846,000.00",4/17/2020,4/17/2020,4/17/2020,2658801,1189662,"R846,000.00",2020/06,"-R846,000.00",CLOSED,R0.00,"-R846,000.00",,,
79,HEALTH,MAAA0901646,Glen Life Group of Companies (Pty) Ltd,2013/127388/07,,,,,R0.00,R0.00,NOT APPLIC,"2  0  04/002LPPD
2004/001
2004/003","R900,000.00",4/17/2020,4/17/2020,4/17/2020,2659212,1189662,"R900,000.00",2020/06,"-R900,000.00",CLOSED,R0.00,"-R900,000.00",,,
